41,-20.34758826,1.336789343,,,,,,,
42,-20.37059566,1.336593002,,,,,,,
43,-20.37419667,1.336562275,,,,,,,
44,-20.35907873,1.33669128,,,,,,,
45,-20.35822841,1.336698537,,,,,,,
47,-20.36549769,1.336636504,,,,,,,
48,-20.37333087,1.336569662,,,,,,,
49,-20.35951137,1.336687588,,,,,,,
50,-20.34384323,1.336821306,,,,,,,
55,-20.35758679,1.336704012,,,,,,,
57,-20.53456566,1.335194833,,,,,,,
58,-20.52853595,1.335246213,,,,,,,
60,-20.76028262,1.333273411,,,,,,,
61,-20.75734931,1.333298356,,,,,,,
62,-20.76859694,1.333202708,,,,,,,
63,-20.77728197,1.333128858,,,,,,,
64,-20.78085917,1.333098443,,,,,,,
66,-20.40046798,1.336338134,,,,,,,
67,-20.43499269,1.336043654,,,,,,,
68,-20.44649854,1.335945534,,,,,,,
69,-20.43125144,1.336075561,,,,,,,
70,-20.44881845,1.335925751,,,,,,,
72,-20.42542627,1.336125243,,,,,,,
73,-20.42030867,1.336168892,,,,,,,
74,-20.43725753,1.336024339,,,,,,,
75,-20.43751074,1.33602218,,,,,,,
76,-20.43180685,1.336070824,,,,,,,
78,-20.737798,1.333464641,,,,,,,
79,-20.73645726,1.333476045,,,,,,,
80,-20.73008456,1.333530252,,,,,,,
81,-20.72675044,1.333558613,,,,,,,
82,-20.72675044,1.333558613,,,,,,,
84,-20.95313876,1.331634759,,,,,,,
85,-20.94861482,1.331673165,,,,,,,
86,-20.94452401,1.331707896,,,,,,,
87,-20.95551268,1.331614606,,,,,,,
88,-20.93860503,1.33175815,,,,,,,
90,-20.57135983,1.334881363,,,,,,,
91,-20.57395077,1.334859293,,,,,,,
92,-20.57742669,1.334829685,,,,,,,
93,-20.57398893,1.334858968,,,,,,,
94,-20.55488924,1.335021673,,,,,,,
96,-20.92033009,1.331913326,,,,,,,
97,-20.92421123,1.331880369,,,,,,,
98,-20.93679529,1.331773516,,,,,,,
99,-20.92478006,1.331875538,,,,,,,
100,-20.93269761,1.331808308,,,,,,,
102,-21.11179532,1.330288828,,,,,,,
103,-21.11115812,1.33029423,,,,,,,
104,-21.10379827,1.330356623,,,,,,,
105,-21.0913154,1.330462456,,,,,,,
106,-21.11117974,1.330294046,,,,,,,
108,-20.94931624,1.331667211,,,,,,,
109,-20.9532374,1.331633922,,,,,,,
110,-20.95977672,1.331578408,,,,,,,
111,-20.96533599,1.331531218,,,,,,,
112,-20.96905217,1.331499673,,,,,,,
114,-20.83038197,1.332677467,,,,,,,
115,-20.84473096,1.332555526,,,,,,,
116,-20.84855211,1.332523056,,,,,,,
117,-20.85916583,1.332432871,,,,,,,
118,-20.85170246,1.332496286,,,,,,,